iter,cost
160,5.55746
161,5.55746
162,5.55746
163,5.55746
164,5.55746
165,5.55746
166,5.55746
167,5.55746
168,5.55746
169,5.55746
170,5.55746
171,5.55746
172,5.55746
173,5.55746
174,5.55746
175,5.55746
176,5.55746
177,5.55746
178,5.55746
179,5.55746
180,5.55746
181,5.55746
182,5.55746
183,5.55746
184,5.55746
185,5.55746
186,5.55746
187,5.55746
188,5.55746
189,5.55746
190,5.55746
191,5.55746
192,5.55746
193,5.55746
194,5.55746
195,5.55746
196,5.55746
197,5.55746
198,5.55746
199,5.55746
200,5.55746
201,5.55746
202,5.55746
203,5.55746
204,5.55746
205,5.55746
206,5.55746
207,5.55746
208,5.55746
209,5.55746
210,5.55746
211,5.55746
212,5.55746
213,5.55746
214,5.55746
215,5.55746
216,5.55746
217,5.55746
218,5.55746
219,5.55746
220,5.55746
221,5.55746
222,5.55746
223,5.55746
224,5.55746
225,5.55746
226,5.55746
227,5.55746
228,5.55746
229,5.55746
230,5.55746
231,5.55746
232,5.55746
233,5.55746
234,5.55746
235,5.55746
236,5.55746
237,5.55746
238,5.55746
239,5.55746
240,5.55746
241,5.55746
242,5.55746
243,5.55746
244,5.55746
245,5.55746
246,5.55746
247,5.55746
248,5.55746
249,5.55746
250,5.55746
251,5.55746
252,5.55746
253,5.55746
254,5.55746
255,5.55746
256,5.55746
257,5.55746
258,5.55746
259,5.55746
260,5.55746
261,5.55746
262,5.55746
263,5.55746
264,5.55746
265,5.55746
266,5.55746
267,5.55746
268,5.55746
269,5.55746
270,5.55746
271,5.55746
272,5.55746
273,5.55746
274,5.55746
275,5.55746
276,5.55746
277,5.55746
278,5.55746
279,5.55746
280,5.55746
281,5.55746
282,5.55746
283,5.55746
284,5.55746
285,5.55746
286,5.55746
287,5.55746
288,5.55746
289,5.55746
290,5.55746
291,5.55746
292,5.55746
293,5.55746
294,5.55746
295,5.55746
296,5.55746
297,5.55746
298,5.55746
299,5.55746
300,5.55746
301,5.55746
302,5.55746
303,5.55746
304,5.55746
305,5.55746
306,5.55746
307,5.55746
308,5.55746
309,5.55746
310,5.55746
311,5.55746
312,5.55746
313,5.55746
314,5.55746
315,5.55746
316,5.55746
317,5.55746
318,5.55746
319,5.55746
320,5.55746
321,5.55746
322,5.55746
323,5.55746
324,5.55746
325,5.55746
326,5.55746
327,5.55746
328,5.55746
329,5.55746
330,5.55746
331,5.55746
332,5.55746
333,5.55746
334,5.55746
335,5.55746
336,5.55746
337,5.55746
338,5.55746
339,5.55746
340,5.55746
341,5.55746
342,5.55746
343,5.55746
344,5.55746
345,5.55746
346,5.55746
347,5.55746
348,5.55746
349,5.55746
350,5.55746
351,5.55746
352,5.55746
353,5.55746
354,5.55746
355,5.55746
356,5.55746
357,5.55746
358,5.55746
359,5.55746
360,5.55746
361,5.55746
362,5.55746
363,5.55746
364,5.55746
365,5.55746
366,5.55746
367,5.55746
368,5.55746
369,5.55746
370,5.55746
371,5.55746
372,5.55746
373,5.55746
374,5.55746
375,5.55746
376,5.55746
377,5.55746
378,5.55746
379,5.55746
380,5.55746
381,5.55746
382,5.55746
383,5.55746
384,5.55746
385,5.55746
386,5.55746
387,5.55746
388,5.55746
389,5.55746
390,5.55746
391,5.55746
392,5.55746
393,5.55746
394,5.55746
395,5.55746
396,5.55746
397,5.55746
398,5.55746
399,5.55746
400,5.55746
401,5.55746
402,5.55746
403,5.55746
404,5.55746
405,5.55746
406,5.55746
407,5.55746
408,5.55746
409,5.55746
410,5.55746
411,5.55746
412,5.55746
413,5.55746
414,5.55746
415,5.55746
416,5.55746
417,5.55746
418,5.55746
419,5.55746
420,5.55746
421,5.55746
422,5.55746
423,5.55746
424,5.55746
425,5.55746
426,5.55746
427,5.55746
428,5.55746
429,5.55746
430,5.55746
431,5.55746
432,5.55746
433,5.55746
434,5.55746
435,5.55746
436,5.55746
437,5.55746
438,5.55746
439,5.55746
440,5.55746
441,5.55746
442,5.55746
443,5.55746
444,5.55746
445,5.55746
446,5.55746
447,5.55746
448,5.55746
449,5.55746
450,5.55746
451,5.55746
452,5.55746
453,5.55746
454,5.55746
455,5.55746
456,5.55746
457,5.55746
458,5.55746
459,5.55746
460,5.55746
461,5.55746
462,5.55746
463,5.55746
464,5.55746
465,5.55746
466,5.55746
467,5.55746
468,5.55746
469,5.55746
470,5.55746
471,5.55746
472,5.55746
473,5.55746
474,5.55746
475,5.55746
476,5.55746
477,5.55746
478,5.55746
479,5.55746
480,5.55746
481,5.55746
482,5.55746
483,5.55746
484,5.55746
485,5.55746
486,5.55746
487,5.55746
488,5.55746
489,5.55746
490,5.55746
491,5.55746
492,5.55746
493,5.55746
494,5.55746
495,5.55746
496,5.55746
497,5.55746
498,5.55746
499,5.55746
0,6.21166
1,6.21166
2,6.21166
3,6.21166
4,6.21166
5,6.21166
6,6.21166
7,5.72474
8,5.72474
9,5.72474
10,5.72474
11,5.72474
12,5.72474
13,5.72474
14,5.72474
15,5.72474
16,5.68625
17,5.68625
18,5.68625
19,5.68625
20,5.68304
21,5.68304
22,5.68304
23,5.63746
24,5.5591
25,5.5591
26,5.5591
27,5.5591
28,5.51823
29,5.51823
30,5.51823
31,5.5007
32,5.5007
33,5.5007
34,5.5007
35,5.49784
36,5.49784
37,5.49784
38,5.49784
39,5.49784
40,5.49784
41,5.49303
42,5.49303
43,5.49303
44,5.49303
45,5.48265
46,5.48265
47,5.48265
48,5.48265
49,5.48265
50,5.48265
51,5.48265
52,5.48265
53,5.48138
54,5.48138
55,5.47622
56,5.47622
57,5.47622
58,5.47205
59,5.47205
60,5.46935
61,5.46935
62,5.46935
63,5.46935
64,5.46935
65,5.46935
66,5.46935
67,5.46935
68,5.46935
69,5.46935
70,5.46846
71,5.46846
72,5.46846
73,5.46846
74,5.46846
75,5.46801
76,5.46704
77,5.46704
78,5.46704
79,5.46704
80,5.46646
81,5.46646
82,5.46548
83,5.46548
84,5.46548
85,5.46548
86,5.46352
87,5.46352
88,5.46352
89,5.46352
90,5.46327
91,5.46245
92,5.46245
93,5.46245
94,5.46245
95,5.46245
96,5.46245
97,5.46245
98,5.46245
99,5.4623
0,5.72155
1,5.72155
2,5.72155
3,5.72155
4,5.72155
5,5.72155
6,5.72155
7,5.72155
8,5.2499
9,5.2499
10,5.2499
11,5.2499
12,5.24717
13,5.24717
14,5.24717
15,5.16909
16,5.16859
17,5.16859
18,5.16859
19,5.16859
20,5.16859
21,5.16859
22,5.16859
23,5.16859
24,5.16859
25,5.16859
26,5.16859
27,5.16859
28,5.16859
29,5.16859
30,5.16859
31,5.16859
32,5.16859
33,5.16859
34,5.16859
35,5.16859
36,5.16859
37,5.0364
38,5.0364
39,5.0364
40,5.0364
41,5.0364
42,4.90603
43,4.90603
44,4.90603
45,4.90603
46,4.90603
47,4.8531
48,4.8531
49,4.8531
50,4.8531
51,4.8531
52,4.8531
53,4.8531
54,4.8531
55,4.8531
56,4.8531
57,4.8531
58,4.8531
59,4.8531
60,4.8531
61,4.8531
62,4.8531
63,4.8531
64,4.8531
65,4.8531
66,4.8531
67,4.8531
68,4.8531
69,4.8531
70,4.84658
71,4.84658
72,4.84658
73,4.84658
74,4.84658
75,4.84658
76,4.84658
77,4.84658
78,4.84658
79,4.84658
80,4.84658
81,4.84658
82,4.84658
83,4.84658
84,4.84529
85,4.84529
86,4.84529
87,4.84529
88,4.84529
89,4.84529
90,4.84529
91,4.84529
92,4.84529
93,4.84504
94,4.84504
95,4.84504
96,4.84504
97,4.84504
98,4.84504
99,4.84504
0,6.47459
1,6.47459
2,6.47459
3,6.47459
4,6.47459
5,6.47459
6,6.47459
7,6.24074
8,6.24074
9,6.04656
10,6.04656
11,5.74581
12,5.74581
13,5.74581
14,5.74581
15,5.74581
16,5.74581
17,5.74581
18,5.69756
19,5.68332
20,5.68332
21,5.68332
22,5.68332
23,5.61634
24,5.61634
25,5.57897
26,5.57897
27,5.5705
28,5.5705
29,5.53302
30,5.53302
31,5.53302
32,5.53302
33,5.53302
34,5.53302
35,5.53302
36,5.53302
37,5.53302
38,5.53302
39,5.53171
40,5.53171
41,5.53171
42,5.52997
43,5.52997
44,5.52997
45,5.52997
46,5.52997
47,5.52878
48,5.52878
49,5.52878
50,5.52878
51,5.52659
52,5.52659
53,5.52659
54,5.52659
55,5.52659
56,5.52558
57,5.52228
58,5.52188
59,5.52188
60,5.52188
61,5.52188
62,5.52188
63,5.52188
64,5.51693
65,5.51693
66,5.51387
67,5.51387
68,5.51175
69,5.5063
70,5.50172
71,5.49827
72,5.4959
73,5.49431
74,5.49322
75,5.49245
76,5.49197
77,5.49164
78,5.48768
79,5.48768
80,5.48393
81,5.48393
82,5.48062
83,5.48062
84,5.48062
85,5.4801
86,5.47796
87,5.47796
88,5.47796
89,5.47796
90,5.4773
91,5.47708
92,5.47708
93,5.47708
94,5.47708
95,5.47708
96,5.47708
97,5.47708
98,5.47708
99,5.47708
0,5.58216
1,5.58216
2,5.58216
3,5.58216
4,5.58216
5,5.58216
6,5.52748
7,5.52748
8,5.52748
9,5.43188
10,5.43188
11,5.12625
12,5.12625
13,5.12625
14,5.12625
15,5.11176
16,5.11176
17,5.11176
18,5.11176
19,5.11176
20,5.11176
21,5.11176
22,5.1054
23,5.1054
24,5.1054
25,5.1054
26,5.05559
27,5.05559
28,5.05559
29,5.05548
30,5.05548
31,4.99739
32,4.99739
33,4.99739
34,4.99739
35,4.99739
36,4.98946
37,4.95914
38,4.95914
39,4.88474
40,4.88474
41,4.88474
42,4.88474
43,4.88474
44,4.88474
45,4.8842
46,4.83487
47,4.83487
48,4.83487
49,4.81697
50,4.79612
51,4.79612
52,4.79612
53,4.79612
54,4.78529
55,4.78529
56,4.77184
57,4.77184
58,4.77184
59,4.76575
60,4.76575
61,4.76575
62,4.76575
63,4.76575
64,4.76575
65,4.76575
66,4.76575
67,4.76575
68,4.73012
69,4.73012
70,4.73012
71,4.73012
72,4.73012
73,4.72985
74,4.72985
75,4.72985
76,4.72985
77,4.72985
78,4.72985
79,4.72985
80,4.72985
81,4.72985
82,4.72985
83,4.72985
84,4.72985
85,4.72985
86,4.72985
87,4.72472
88,4.72472
89,4.72102
90,4.72102
91,4.72102
92,4.72102
93,4.72102
94,4.72102
95,4.72102
96,4.72102
97,4.72102
98,4.72102
99,4.72102
0,6.52822
1,6.52822
2,6.52822
3,6.52822
4,6.35303
5,6.35303
6,6.35303
7,6.35303
8,6.35303
9,6.20071
10,6.07793
11,6.07793
12,6.07691
13,6.07691
14,5.89943
15,5.89943
16,5.89249
17,5.88802
18,5.82373
19,5.74854
20,5.74854
21,5.74854
22,5.74854
23,5.71127
24,5.71127
25,5.71127
26,5.71127
27,5.71127
28,5.71127
29,5.64278
30,5.64278
31,5.64278
32,5.64278
33,5.63696
34,5.61567
35,5.61567
36,5.6135
37,5.6056
38,5.60533
39,5.60533
40,5.60533
41,5.60533
42,5.60533
43,5.60496
44,5.60496
45,5.5793
46,5.5793
47,5.5793
48,5.5793
49,5.5793
50,5.5793
51,5.57893
52,5.57893
53,5.57368
54,5.57368
55,5.57368
56,5.57368
57,5.57368
58,5.57335
59,5.57335
60,5.57335
61,5.57335
62,5.57335
63,5.57335
64,5.57335
65,5.57335
66,5.57209
67,5.57209
68,5.57209
69,5.57209
70,5.57209
71,5.57209
72,5.57209
73,5.57209
74,5.57209
75,5.57209
76,5.57209
77,5.57209
78,5.57209
79,5.57139
80,5.57139
81,5.57139
82,5.57139
83,5.57139
84,5.57139
85,5.57139
86,5.57139
87,5.57139
88,5.57139
89,5.57139
90,5.57139
91,5.57139
92,5.5699
93,5.5699
94,5.56761
95,5.56756
96,5.56756
97,5.56613
98,5.56613
99,5.56556
0,6.37338
1,6.06781
2,6.06781
3,5.83284
4,5.83284
5,5.83284
6,5.83284
7,5.83284
8,5.83284
9,5.78732
10,5.74002
11,5.54115
12,5.54115
13,5.54115
14,5.53597
15,5.53597
16,5.42078
17,5.42078
18,5.42078
19,5.42078
20,5.32405
21,5.32405
22,5.32405
23,5.32405
24,5.26729
25,5.26729
26,5.26729
27,5.21286
28,5.21286
29,5.13281
30,5.13281
31,5.13281
32,5.13281
33,5.13281
34,5.13281
35,5.13281
36,5.13281
37,5.13281
38,5.13281
39,5.13281
40,5.13281
41,5.13281
42,5.13281
43,5.12442
44,5.12442
45,5.12442
46,5.12442
47,5.12442
48,5.12442
49,5.12442
50,5.12442
51,5.12442
52,5.12442
53,5.12405
54,5.12405
55,5.12405
56,5.12405
57,5.12405
58,5.12405
59,5.12374
60,5.12374
61,5.12374
62,5.12374
63,5.05162
64,5.05162
65,5.05162
66,5.05162
67,5.03825
68,5.0192
69,5.00549
70,5.00549
71,5.00549
72,5.00549
73,5.00549
74,5.00307
75,5.00307
76,5.00307
77,5.00307
78,5.00307
79,5.00307
80,5.00307
81,5.00307
82,5.00307
83,5.00287
84,5.00287
85,5.00287
86,5.00287
87,5.00287
88,5.00287
89,5.00287
90,5.00287
91,5.00287
92,5.00287
93,5.00287
94,5.00287
95,5.00287
96,5.00287
97,5.00287
98,5.00287
99,5.00287
0,6.55772
1,6.55772
2,6.55772
3,6.55772
4,6.55772
5,6.52562
6,6.30926
7,6.30926
8,6.30926
9,6.30926
10,6.30926
11,6.30926
12,6.19287
13,6.19287
14,6.18209
15,6.17638
16,5.91994
17,5.91994
18,5.91994
19,5.91994
20,5.79122
21,5.79122
22,5.79122
23,5.72285
24,5.72285
25,5.68024
26,5.62667
27,5.60423
28,5.60423
29,5.60423
30,5.60423
31,5.60423
32,5.60423
33,5.59771
34,5.56521
35,5.56521
36,5.56521
37,5.56521
38,5.56404
39,5.56404
40,5.56404
41,5.56404
42,5.56404
43,5.56404
44,5.56197
45,5.56197
46,5.56197
47,5.56197
48,5.56197
49,5.56197
50,5.56197
51,5.56197
52,5.56197
53,5.56197
54,5.56197
55,5.56197
56,5.56197
57,5.56197
58,5.56169
59,5.56169
60,5.56169
61,5.56167
62,5.56167
63,5.56116
64,5.56116
65,5.56116
66,5.56036
67,5.56036
68,5.56036
69,5.56036
70,5.56036
71,5.56034
72,5.56023
73,5.56023
74,5.56023
75,5.56023
76,5.56023
77,5.56023
78,5.56023
79,5.56023
80,5.56023
81,5.56023
82,5.56023
83,5.56023
84,5.56023
85,5.56023
86,5.56023
87,5.56023
88,5.56023
89,5.56023
90,5.56023
91,5.56023
92,5.56023
93,5.56023
94,5.56023
95,5.56023
96,5.56023
97,5.56023
98,5.56023
99,5.56023
0,5.63141
1,5.63141
2,5.63141
3,5.63141
4,5.63141
5,5.63141
6,5.63141
7,5.61707
8,5.61707
9,5.61707
10,5.61707
11,5.61707
12,5.61707
13,5.61707
14,5.61707
15,5.61707
16,5.61707
17,5.61707
18,5.61707
19,5.61707
20,5.61707
21,5.61707
22,5.61707
23,5.61707
24,5.61707
25,5.61707
26,5.61707
27,5.61707
28,5.61707
29,5.61707
30,5.61707
31,5.61707
32,5.61707
33,5.61707
34,5.61707
35,5.61707
36,5.61707
37,5.61228
38,5.61228
39,5.61228
40,5.51527
41,5.51527
42,5.22911
43,5.22911
44,5.22911
45,5.22911
46,5.22911
47,5.20422
48,5.20162
49,5.20162
50,5.20162
51,5.20162
52,5.2011
53,5.2011
54,5.2011
55,5.2011
56,5.2011
57,5.2011
58,5.2011
59,5.2011
60,5.12328
61,5.08088
62,5.08088
63,5.08088
64,5.08088
65,5.08088
66,5.08088
67,5.08088
68,5.01021
69,5.01021
70,4.85198
71,4.85198
72,4.85198
73,4.85198
74,4.85198
75,4.85198
76,4.85198
77,4.85198
78,4.85198
79,4.85198
80,4.85198
81,4.85198
82,4.85198
83,4.85198
84,4.81082
85,4.81082
86,4.81082
87,4.81082
88,4.81082
89,4.8042
90,4.78673
91,4.78673
92,4.78673
93,4.78673
94,4.78673
95,4.78673
96,4.78673
97,4.77827
98,4.77827
99,4.77827
0,7.34058
1,7.34058
2,7.34058
3,6.76665
4,6.76665
5,6.76665
6,6.76665
7,6.7512
8,6.7512
9,6.7512
10,6.581
11,6.54174
12,6.54174
13,6.5346
14,6.34261
15,6.34261
16,6.2959
17,6.0018
18,6.0018
19,6.0018
20,6.0018
21,5.96094
22,5.84946
23,5.84946
24,5.84946
25,5.79233
26,5.639
27,5.639
28,5.639
29,5.62473
30,5.61482
31,5.54441
32,5.51695
33,5.49745
34,5.49311
35,5.44939
36,5.41932
37,5.41444
38,5.41444
39,5.40634
40,5.40634
41,5.40634
42,5.40634
43,5.40634
44,5.40634
45,5.40383
46,5.40383
47,5.39091
48,5.39091
49,5.39091
50,5.39091
51,5.39091
52,5.38902
53,5.38683
54,5.38683
55,5.38683
56,5.38683
57,5.38683
58,5.38683
59,5.38683
60,5.38683
61,5.38683
62,5.38683
63,5.38664
64,5.38664
65,5.38664
66,5.38664
67,5.38664
68,5.38554
69,5.3853
70,5.3853
71,5.3853
72,5.3853
73,5.3853
74,5.38512
75,5.38512
76,5.38512
77,5.38512
78,5.38512
79,5.38512
80,5.38512
81,5.38512
82,5.3851
83,5.38474
84,5.38474
85,5.38474
86,5.38474
87,5.38456
88,5.38456
89,5.38384
90,5.38384
91,5.38384
92,5.38384
93,5.38384
94,5.38384
95,5.38384
96,5.38384
97,5.38384
98,5.38384
99,5.38384
0,6.33521
1,6.10495
2,6.10495
3,6.10495
4,6.10495
5,6.10495
6,5.44145
7,5.44145
8,5.44145
9,5.02881
10,5.02881
11,5.02881
12,5.02881
13,5.02881
14,5.02881
15,5.02881
16,5.02881
17,5.02881
18,5.02881
19,5.02881
20,5.02881
21,5.02881
22,5.02881
23,5.02881
24,5.02881
25,5.02881
26,5.02881
27,5.02881
28,5.02881
29,5.02881
30,5.02881
31,5.02881
32,5.02881
33,5.02881
34,5.02881
35,5.02881
36,5.02881
37,5.02213
38,5.02213
39,5.02213
40,4.87657
41,4.87657
42,4.87657
43,4.87657
44,4.87657
45,4.87657
46,4.87657
47,4.87657
48,4.87657
49,4.87657
50,4.87657
51,4.87657
52,4.87657
53,4.87657
54,4.87657
55,4.87657
56,4.87657
57,4.87657
58,4.87657
59,4.87657
60,4.87657
61,4.87657
62,4.87657
63,4.87657
64,4.87657
65,4.87657
66,4.87657
67,4.87657
68,4.87657
69,4.87657
70,4.87657
71,4.87657
72,4.87657
73,4.87657
0,7.12691
1,7.12691
2,7.12691
3,6.66068
4,6.66068
5,6.66068
6,6.4224
7,6.4224
8,6.4224
9,6.4224
10,6.4224
11,6.4224
12,6.21671
13,6.21671
14,6.21671
15,6.21671
16,6.21671
17,5.79472
18,5.79472
19,5.79472
20,5.79472
21,5.79472
22,5.79472
23,5.79472
24,5.79472
25,5.79472
26,5.72888
27,5.72888
28,5.72888
29,5.72888
30,5.51022
31,5.51022
32,5.51022
33,5.51022
34,5.51022
35,5.11588
36,5.11588
37,5.11588
38,5.11588
39,5.11588
40,5.11588
41,5.11588
42,5.11588
43,5.11588
44,5.11588
45,5.11588
46,5.11588
47,5.11588
48,5.11588
49,5.11588
50,5.11588
51,5.11588
52,5.11588
53,5.11588
54,5.11588
55,5.11588
56,5.11588
57,5.11588
58,5.11588
59,5.11588
60,5.11588
61,5.11588
62,5.11588
63,5.11588
64,5.11588
65,5.11588
66,5.11588
67,5.11588
68,5.11588
69,5.11588
70,5.11588
71,5.11588
72,5.11588
73,5.11588
74,5.11588
75,5.11588
76,5.11588
77,5.11588
78,5.11588
79,5.11588
80,5.11588
81,5.11588
82,5.11588
83,5.11588
84,5.1045
85,5.1045
86,5.1045
87,5.1045
88,5.1045
89,5.1045
90,5.1045
91,5.1045
92,5.1045
93,5.1045
94,5.1045
95,5.1045
96,5.1045
97,5.1045
98,5.1045
99,5.1045
0,6.15966
1,6.15966
2,6.15966
3,6.15966
4,6.15966
5,6.15966
6,6.15966
7,6.15966
8,6.15966
9,6.15966
10,6.08652
11,6.08652
12,6.08652
13,6.05132
14,5.63765
15,5.63765
16,5.63765
17,5.61529
18,5.61529
19,5.59369
20,5.4395
21,5.4395
22,5.4395
23,5.4395
24,5.4395
25,5.4395
26,5.4395
27,5.39579
28,5.39579
29,5.39579
30,5.39579
31,5.31697
32,5.24921
33,5.20337
34,5.18653
35,5.18653
36,5.18653
37,5.18653
38,5.18653
39,5.18653
40,5.18653
41,5.18653
42,5.16213
43,5.16213
44,5.16213
45,5.15825
46,5.15825
47,5.15825
48,5.15825
49,5.15825
50,5.15622
51,5.15622
52,5.15622
53,5.15622
54,5.15622
55,5.15453
56,5.15453
57,5.15453
58,5.15453
59,5.15453
60,5.15453
61,5.15453
62,5.15453
63,5.15453
64,5.15453
65,5.15453
66,5.15384
67,5.15384
68,5.15384
69,5.15384
70,5.15384
71,5.1538
72,5.1538
73,5.1538
74,5.1538
75,5.1538
76,5.1538
77,5.1538
78,5.1538
79,5.1538
80,5.1538
81,5.1538
82,5.1538
83,5.1538
84,5.1538
85,5.1538
86,5.15379
87,5.15379
88,5.15379
89,5.15378
90,5.15378
91,5.15378
92,5.15378
93,5.15378
94,5.15377
95,5.15377
96,5.15377
97,5.15377
98,5.15377
99,5.15377
0,6.96873
1,6.63211
2,6.63211
3,6.63211
4,6.63211
5,6.63211
6,6.63211
7,6.63211
8,6.63211
9,6.63211
10,6.63211
11,6.45345
12,6.45345
13,6.30583
14,6.30583
15,6.30452
16,6.30452
17,6.30452
18,6.05968
19,6.05968
20,5.50861
21,5.50861
22,5.11936
23,5.11936
24,5.11936
25,5.11659
26,5.11659
27,5.11659
28,5.11659
29,5.08189
30,5.08189
31,5.08189
32,5.08189
33,5.08189
34,5.08189
35,5.08189
36,5.08189
37,5.08189
38,5.08189
39,5.08189
40,5.08189
41,5.08189
42,5.08189
43,5.08189
44,5.0423
45,5.0423
46,5.0423
47,5.0423
48,5.0423
49,5.0423
50,5.0423
51,5.0423
52,5.0423
53,5.0423
56,5.0423
57,5.0423
58,5.0423
59,5.0423
60,5.0423
61,5.0423
62,5.0423
63,5.0423
64,5.0423
65,5.0423
66,5.0423
67,5.0423
68,5.0423
69,5.0423
70,5.0423
71,5.0423
72,5.0423
73,5.0423
74,5.0423
75,5.0423
76,5.0423
77,5.0423
78,5.0423
79,5.0423
80,5.0423
81,5.0423
82,5.0423
83,5.0423
84,5.0423
85,5.0423
86,5.0423
87,5.0423
88,5.0423
89,5.0423
90,5.00992
91,5.00992
92,5.00992
93,5.00992
94,5.00992
95,5.00992
96,5.00992
97,5.00992
98,5.00992
99,5.00992
0,6.46813
1,6.46813
2,6.46813
3,6.46813
4,6.46813
5,6.45593
6,6.45593
7,6.45593
8,6.16651
9,6.16651
10,6.04597
11,6.04597
12,5.79318
13,5.79318
14,5.79318
15,5.79318
16,5.57362
17,5.57362
18,5.57362
19,5.57362
20,5.33525
21,5.33525
22,5.33525
23,5.33525
24,5.33525
25,5.16683
26,5.16683
27,5.16683
28,5.16683
29,5.16683
30,5.11943
31,5.11943
32,5.11943
33,5.11943
34,4.91287
35,4.91287
36,4.91287
37,4.91287
38,4.91287
39,4.91036
40,4.91036
41,4.91036
42,4.91036
43,4.91036
44,4.91036
45,4.91036
46,4.91036
47,4.91036
48,4.91036
49,4.90733
50,4.90733
51,4.90733
52,4.90733
53,4.89745
54,4.89745
55,4.89745
56,4.89745
57,4.89745
58,4.89041
59,4.86187
60,4.86187
61,4.86187
62,4.86187
63,4.86187
64,4.86187
65,4.86187
66,4.86187
67,4.86187
68,4.86187
69,4.86187
70,4.86187
71,4.85871
72,4.85871
73,4.85871
74,4.85871
75,4.85871
76,4.85723
77,4.85723
78,4.85723
79,4.85723
80,4.85705
81,4.85705
82,4.85705
83,4.85705
84,4.85705
85,4.85705
86,4.85705
87,4.85705
88,4.85705
89,4.85705
90,4.85705
91,4.85705
92,4.85705
93,4.85705
94,4.85705
95,4.85705
96,4.85705
97,4.85705
98,4.85705
99,4.85705
0,7.2471
1,7.12957
2,7.00725
3,7.00725
4,6.82007
5,6.82007
6,6.82007
7,6.82007
8,6.82007
9,6.45862
10,5.97688
11,5.97688
12,5.91189
13,5.67623
14,5.67623
15,5.67623
16,5.67623
17,5.67623
18,5.67623
19,5.66479
20,5.66479
21,5.66479
22,5.66479
23,5.38393
24,5.38393
25,5.38393
26,5.38393
27,5.38393
28,5.38393
29,5.38393
30,5.38393
31,5.38393
32,5.3439
33,5.3439
34,5.3055
35,5.3055
36,5.3055
37,5.3055
38,5.3055
39,5.28983
40,5.28983
41,5.15823
42,5.15823
43,5.15823
44,5.15823
45,5.15823
46,5.15823
47,5.11515
48,5.11515
49,5.11515
50,5.11515
51,5.11515
52,5.11515
53,5.11515
54,5.11515
55,5.11515
56,5.11515
57,5.11515
58,5.11515
59,5.11515
60,5.11515
61,5.11515
62,5.11515
63,5.11515
64,5.11515
65,5.11515
66,5.11515
67,5.11515
68,5.11515
69,5.11515
70,5.11515
71,5.11515
72,5.11515
73,5.11515
74,5.11515
75,4.86114
76,4.86114
77,4.86114
78,4.86114
79,4.86114
80,4.86114
81,4.86114
82,4.86114
83,4.86114
84,4.86114
85,4.86114
86,4.86114
87,4.86114
88,4.86114
89,4.86114
90,4.86114
91,4.86114
92,4.86114
93,4.86114
94,4.86114
95,4.86114
96,4.86114
97,4.86114
98,4.86114
99,4.86114
0,5.54395
1,5.54395
2,5.54395
3,5.54395
4,5.54395
5,5.54395
6,5.54395
7,5.54395
8,5.54395
9,5.54395
10,5.54395
11,5.54395
12,5.10027
13,5.10027
14,5.10027
15,5.10027
16,5.10027
17,5.10027
18,5.10027
19,5.10027
20,5.10027
21,5.10027
22,5.10027
23,5.10027
24,5.10027
25,5.10027
