iter,cost
55,1.93298
56,1.93298
57,1.93298
58,1.93298
59,1.93298
60,1.93298
61,1.93082
62,1.93082
63,1.93082
64,1.93082
65,1.93082
66,1.9307
67,1.9307
68,1.9307
69,1.9307
70,1.9307
71,1.9307
72,1.9307
73,1.9307
74,1.9307
75,1.93068
76,1.93068
77,1.93068
78,1.93068
79,1.93068
80,1.93068
81,1.93068
82,1.93068
83,1.93068
84,1.93068
85,1.93051
86,1.93051
87,1.93051
88,1.93051
89,1.9305
90,1.9305
91,1.9305
92,1.9305
93,1.9305
94,1.9305
95,1.93049
96,1.93049
97,1.93049
98,1.93049
99,1.93049
100,1.93049
101,1.93049
102,1.93019
103,1.92996
104,1.92996
105,1.92969
106,1.92969
107,1.92969
108,1.92969
109,1.92969
110,1.92969
111,1.92969
112,1.92969
113,1.92969
114,1.92969
115,1.92969
116,1.92969
117,1.92969
118,1.92969
119,1.92969
120,1.92969
121,1.92969
122,1.92969
123,1.92962
124,1.92962
125,1.92949
126,1.92948
127,1.92938
128,1.92938
129,1.92933
130,1.92933
131,1.92933
132,1.92931
133,1.92931
134,1.92931
135,1.92931
136,1.92931
137,1.92931
138,1.92931
139,1.92931
140,1.92931
141,1.92833
142,1.92833
143,1.92833
144,1.92833
145,1.92833
146,1.92833
147,1.92833
148,1.92832
149,1.92832
0,2.23385
1,2.23385
2,2.23385
3,2.23385
4,2.23385
5,2.23385
6,2.23385
7,2.23385
8,2.23385
9,2.22389
10,2.22389
11,2.20711
12,2.20711
13,2.20711
14,2.20711
15,2.20711
16,2.20711
17,2.12478
18,2.12478
19,2.12478
20,2.07116
21,2.07116
22,2.07116
23,2.07116
24,2.07116
25,2.07116
26,2.04526
27,2.04526
28,2.04526
29,2.04526
30,2.04526
31,2.04526
32,2.04526
33,2.03326
34,2.03326
35,2.03326
36,2.03326
37,2.03326
38,2.03326
39,2.03326
40,2.03326
41,2.03326
42,2.03326
43,2.03326
44,2.03169
45,2.03169
46,2.03169
47,2.03169
48,2.03169
49,2.03169
50,2.03169
51,2.03169
52,2.03169
53,2.03169
54,2.03166
55,2.03107
56,2.03107
57,2.03107
58,2.03107
59,2.02778
60,2.02778
61,2.02778
62,2.02778
63,2.02778
64,2.02778
65,2.02778
66,2.02706
67,2.02655
68,2.02655
69,2.02655
70,2.02655
71,2.02655
72,2.02655
73,2.02655
74,2.02655
75,2.02655
76,2.02655
77,2.02655
78,2.02655
79,2.02655
80,2.02655
81,2.02655
82,2.02655
83,2.02655
84,2.02655
85,2.02655
86,2.02655
87,2.02655
88,2.02655
89,2.02655
90,2.02655
91,2.02648
92,2.02648
93,2.02648
94,2.02647
95,2.02647
96,2.02647
97,2.02647
98,2.02647
99,2.02647
100,2.02647
101,2.02647
102,2.02647
103,2.02647
104,2.02647
105,2.02647
106,2.02647
107,2.02647
108,2.02647
109,2.02647
110,2.02647
111,2.02647
112,2.02647
113,2.02647
114,2.02647
115,2.02647
116,2.02647
117,2.02647
118,2.02647
119,2.02647
120,2.02647
121,2.02647
122,2.02647
123,2.02647
124,2.0264
125,2.0264
126,2.0264
127,2.0264
128,2.02634
129,2.02634
130,2.02629
131,2.02628
132,2.02625
133,2.02625
134,2.02625
135,2.02625
136,2.02624
137,2.02624
138,2.02624
139,2.02624
140,2.02624
141,2.02623
142,2.02622
143,2.02622
144,2.02622
145,2.02621
146,2.02621
147,2.02621
148,2.02621
149,2.02621
0,2.71248
1,2.71248
2,2.71248
3,2.71248
4,2.71248
5,2.71248
6,2.71248
7,2.61202
8,2.61202
9,2.28222
10,2.28222
11,2.28222
12,2.28222
13,2.28222
14,2.28222
15,2.28222
16,2.28222
17,2.28222
18,2.28222
19,2.28222
20,2.28222
21,2.28222
22,2.28222
23,2.28222
24,2.28222
25,2.27595
26,2.27595
27,2.27595
28,2.26905
29,2.24477
30,2.24477
31,2.24477
32,2.24477
33,2.15309
34,2.15309
35,2.15309
36,2.15259
37,2.12593
38,2.12593
39,2.12311
40,2.12311
41,2.12311
42,2.12311
43,2.12311
44,2.12311
45,2.12311
46,2.12311
47,2.12311
48,2.12311
49,2.12311
50,2.12311
51,2.12311
52,2.12311
53,2.12311
54,2.12311
55,2.12311
56,2.12311
57,2.12311
58,2.12311
59,2.12311
60,2.12311
61,2.12311
62,2.12311
63,2.12197
64,2.12174
65,2.12174
66,2.12174
67,2.12174
68,2.12174
69,2.12089
70,2.12089
71,2.12006
72,2.12006
73,2.12006
74,2.12006
75,2.12006
76,2.11968
77,2.11968
78,2.11968
79,2.11968
80,2.11968
81,2.11968
82,2.11968
83,2.11968
84,2.11968
85,2.11941
86,2.11941
87,2.11941
88,2.11941
89,2.11941
90,2.11941
91,2.11941
92,2.11941
93,2.11941
94,2.11941
95,2.11941
96,2.11941
97,2.11924
98,2.11924
99,2.11924
100,2.11924
101,2.11924
102,2.11924
103,2.11924
104,2.11924
105,2.11924
106,2.11924
107,2.11924
108,2.11924
109,2.11924
110,2.11924
111,2.11924
112,2.11924
113,2.11924
114,2.11924
115,2.11924
116,2.11924
117,2.11924
118,2.11924
119,2.11924
120,2.11924
121,2.11924
122,2.11924
123,2.11921
124,2.11921
125,2.1191
126,2.11909
127,2.11909
128,2.11909
129,2.11908
130,2.11908
131,2.11908
132,2.11908
133,2.11908
134,2.11908
135,2.11908
136,2.11908
137,2.11908
138,2.11908
139,2.11908
140,2.11908
141,2.11908
142,2.11908
143,2.11908
144,2.11908
145,2.11908
146,2.11908
147,2.11908
148,2.11908
149,2.11908
0,2.2805
1,2.2805
2,2.2805
3,2.2805
4,2.19504
5,2.19504
6,2.19504
7,2.19504
8,2.092
9,2.092
10,2.092
11,2.092
12,2.092
13,2.07954
14,2.07954
15,2.07954
16,2.07954
17,2.01292
18,2.01292
19,2.01292
20,2.01292
21,2.01292
22,2.01292
23,2.01292
24,2.01292
25,2.01292
26,2.01292
27,2.01292
28,2.01292
29,2.01292
30,2.01292
31,2.01292
32,2.01292
33,2.01292
34,2.01292
35,2.01292
36,2.01292
37,2.01292
38,2.01292
39,2.01292
40,2.01292
41,2.01292
42,1.97498
43,1.97498
44,1.97498
45,1.93787
46,1.93787
47,1.93787
48,1.93437
49,1.93437
50,1.93136
51,1.93136
52,1.93136
53,1.93136
54,1.93136
55,1.93136
56,1.93136
57,1.93136
58,1.93136
59,1.93136
60,1.93136
61,1.93136
62,1.93136
63,1.93136
64,1.93136
65,1.93136
66,1.93136
67,1.93136
68,1.93136
69,1.93136
70,1.92707
71,1.92707
72,1.92707
73,1.92707
74,1.92707
75,1.92707
76,1.92707
77,1.92707
78,1.92707
79,1.92052
80,1.92052
81,1.92052
82,1.92052
83,1.92052
84,1.92052
85,1.88635
86,1.88635
87,1.88635
88,1.88635
89,1.88635
90,1.88635
91,1.88635
92,1.88635
93,1.88635
94,1.88635
95,1.88635
96,1.88635
97,1.88635
98,1.88635
99,1.88635
100,1.88635
101,1.87577
102,1.87577
103,1.87577
104,1.87577
105,1.87577
106,1.87577
107,1.87577
108,1.87577
109,1.87577
110,1.87577
111,1.87577
112,1.87577
113,1.87577
114,1.87577
115,1.87577
116,1.87577
117,1.87577
118,1.87577
119,1.87577
120,1.87577
121,1.87577
122,1.85832
123,1.85832
124,1.85832
125,1.85832
126,1.85832
127,1.85832
128,1.85832
129,1.85832
130,1.85832
131,1.85832
132,1.85832
133,1.85832
134,1.85832
135,1.85832
136,1.85832
137,1.85832
138,1.85832
139,1.85832
140,1.85832
141,1.85391
142,1.85387
143,1.85387
144,1.85387
145,1.85387
146,1.85387
147,1.85387
148,1.85387
149,1.85387
0,2.70963
1,2.70963
2,2.70963
3,2.46278
4,2.45945
5,2.43516
6,2.43516
7,2.42018
8,2.42018
9,2.30875
10,2.30875
11,2.30875
12,2.30875
13,2.30875
14,2.30875
15,2.29678
16,2.29678
17,2.24213
18,2.24213
19,2.24213
20,2.24213
21,2.24213
22,2.24213
23,2.24213
24,2.24213
25,2.24213
26,2.24213
27,2.24213
28,2.24213
29,2.24213
30,2.24213
31,2.24042
32,2.24042
33,2.24042
34,2.24042
35,2.16794
36,2.16794
37,2.16794
38,2.16794
39,2.0649
40,2.03719
41,2.03719
42,2.03719
43,2.03719
44,2.03269
45,2.03269
46,2.03269
47,2.03269
48,2.03269
49,2.03269
50,2.03269
51,2.03269
52,2.03269
53,2.03269
54,2.03189
55,2.03189
56,2.03189
57,2.03189
58,2.03189
59,2.03189
60,2.03189
61,2.03189
62,2.03189
63,2.03189
64,2.03189
65,2.03189
66,2.03189
67,2.03151
68,2.03151
69,2.03151
70,2.03151
71,2.03151
72,2.03151
73,2.03151
74,2.03151
75,2.03151
76,2.03151
77,2.03151
78,2.03151
79,2.03151
80,2.03151
81,2.03151
82,2.03151
83,2.03151
84,2.03151
85,2.03151
86,2.03151
87,2.03151
88,2.03151
89,2.03151
90,2.03151
91,2.03151
92,2.03151
93,2.03151
94,2.03151
95,2.0315
96,2.0315
97,2.0315
98,2.0315
99,2.0315
100,2.0315
101,2.0315
102,2.03132
103,2.03091
104,2.03091
105,2.03091
106,2.03084
107,2.03084
108,2.03084
109,2.03084
110,2.03084
111,2.03084
112,2.03084
113,2.03084
114,2.03084
115,2.03084
116,2.03084
117,2.02814
118,2.02814
119,2.02814
120,2.02814
121,2.02814
122,2.02814
123,2.02814
124,2.02748
125,2.02745
126,2.02745
127,2.02745
128,2.02745
129,2.02745
130,2.02745
131,2.02745
132,2.02745
133,2.02744
134,2.02744
135,2.02742
136,2.02742
137,2.02742
138,2.02741
139,2.02741
140,2.0274
141,2.02738
142,2.02737
143,2.02736
144,2.02736
145,2.02736
146,2.02736
147,2.02736
148,2.02736
149,2.02669
0,2.81614
1,2.81614
2,2.49205
3,2.49205
4,2.23833
5,2.23833
6,2.23833
7,2.23833
8,2.23833
9,2.23833
10,2.23833
11,2.23833
12,2.23833
13,2.23833
14,2.23833
15,2.22731
16,2.22731
17,2.22731
18,2.22731
19,2.22464
20,2.22464
21,2.22464
22,2.22464
23,2.22464
24,2.21705
25,2.20945
26,2.20945
27,2.20862
28,2.20862
29,2.20505
30,2.20505
31,2.20505
32,2.20024
33,2.20024
34,2.20024
35,2.20024
36,2.20024
37,2.20024
38,2.19983
39,2.19955
40,2.19955
41,2.19955
42,2.19955
43,2.19911
44,2.19911
45,2.19876
46,2.19876
47,2.19846
48,2.19846
49,2.19846
50,2.19817
51,2.19817
52,2.19817
53,2.19817
54,2.19817
55,2.19817
56,2.19794
57,2.19794
58,2.19794
59,2.19794
60,2.19794
61,2.19778
62,2.19778
63,2.19747
64,2.19747
65,2.19747
66,2.19747
67,2.19747
68,2.19747
69,2.19747
70,2.19747
71,2.19747
72,2.19747
73,2.19747
74,2.19747
75,2.19747
76,2.19747
77,2.19747
78,2.19731
79,2.19731
80,2.19731
81,2.19726
82,2.19726
83,2.1972
84,2.1972
85,2.19719
86,2.19705
87,2.19705
88,2.19665
89,2.19652
90,2.19652
91,2.19642
92,2.19634
93,2.19623
94,2.19618
95,2.19615
96,2.19604
97,2.19604
98,2.19604
99,2.19599
100,2.19577
101,2.19577
102,2.19577
103,2.19577
104,2.19577
105,2.19577
106,2.19577
107,2.19577
108,2.19577
109,2.19577
110,2.19577
111,2.19577
112,2.19577
113,2.19577
114,2.19577
115,2.19577
116,2.19577
117,2.19577
118,2.19577
119,2.19577
120,2.19577
121,2.19576
122,2.19576
123,2.19576
124,2.19576
125,2.19576
126,2.19576
127,2.19576
128,2.19576
129,2.19573
130,2.19573
131,2.19573
132,2.19573
133,2.19573
134,2.19573
135,2.19573
136,2.19573
137,2.19573
138,2.19573
139,2.19573
140,2.19573
141,2.19573
142,2.19573
143,2.19573
144,2.19573
145,2.19573
146,2.19573
147,2.19573
148,2.19573
149,2.19573
0,2.40642
1,2.40642
2,2.40642
3,2.40642
4,2.25774
5,2.25774
6,2.25774
7,2.1645
8,2.1645
9,2.1645
10,2.06091
11,2.06091
12,2.06091
13,2.06091
14,2.06091
15,2.06091
16,2.06091
17,2.06091
18,2.01533
19,2.01533
20,2.01533
21,2.01533
22,2.01533
23,2.01533
24,2.01447
25,2.01447
26,2.01447
27,2.01447
28,2.01447
29,2.00586
30,1.99366
31,1.99366
32,1.99366
33,1.9897
34,1.98433
35,1.98433
36,1.98433
37,1.98433
38,1.98433
39,1.98433
40,1.98433
41,1.98433
42,1.98433
43,1.98404
44,1.98404
45,1.98404
46,1.98404
47,1.98404
48,1.98404
49,1.98404
50,1.98404
51,1.98404
52,1.98388
53,1.98388
54,1.98388
55,1.98164
56,1.98164
57,1.98164
58,1.98164
59,1.98164
60,1.98164
61,1.98164
62,1.98164
63,1.98164
64,1.98164
65,1.98164
66,1.98164
67,1.98164
68,1.98164
69,1.9803
70,1.9803
71,1.9803
72,1.9803
73,1.97848
74,1.97848
75,1.97848
76,1.97848
77,1.97848
78,1.97674
79,1.97535
80,1.97535
81,1.97505
82,1.97127
83,1.96961
84,1.96728
85,1.96728
86,1.96473
87,1.96473
88,1.96181
89,1.96152
90,1.96105
91,1.95973
92,1.95868
93,1.95868
94,1.95738
95,1.95408
96,1.95408
97,1.95405
98,1.95209
99,1.95209
100,1.95209
101,1.95203
102,1.95203
103,1.95144
104,1.95144
105,1.95144
106,1.95144
107,1.95144
108,1.95144
109,1.95144
110,1.95144
111,1.95144
112,1.95144
113,1.95144
114,1.95144
115,1.95144
116,1.95144
117,1.95144
118,1.95144
119,1.95144
120,1.95144
121,1.95144
122,1.95144
123,1.9513
124,1.9513
125,1.95128
126,1.95128
127,1.95128
128,1.95128
129,1.95128
130,1.95128
131,1.95128
132,1.95128
133,1.95128
134,1.95127
135,1.95125
136,1.95121
137,1.95121
138,1.9512
139,1.9512
140,1.9512
141,1.95119
142,1.95117
143,1.95099
144,1.95099
145,1.95096
146,1.95096
147,1.95096
148,1.95096
149,1.95095
0,2.56342
1,2.56342
2,2.56342
3,2.56342
4,2.56342
5,2.34493
6,2.32125
7,2.32125
8,2.32125
9,2.32125
10,2.32125
11,2.32125
12,2.29777
13,2.23274
14,2.23274
15,2.1966
16,2.1966
17,2.18567
18,2.18567
19,2.18567
20,2.18567
21,2.14873
22,2.14873
23,2.14873
24,2.14873
25,2.14873
26,2.14873
27,2.14873
28,2.14873
29,2.14873
30,2.14873
31,2.12454
32,2.12454
33,2.12454
34,2.12454
35,2.12454
36,2.12454
37,2.12207
38,2.12207
39,2.12207
40,2.12207
41,2.12207
42,2.12207
43,2.12102
44,2.12102
45,2.12102
46,2.12102
47,2.1198
48,2.1198
49,2.1198
50,2.1198
51,2.11889
52,2.1163
53,2.1163
54,2.1163
55,2.1163
56,2.1163
57,2.1163
58,2.1163
59,2.1163
60,2.1163
61,2.11385
62,2.1107
63,2.10786
64,2.10668
65,2.10668
66,2.10668
67,2.10668
68,2.10664
69,2.10664
70,2.10053
71,2.10053
72,2.10053
73,2.10053
74,2.10053
75,2.1
76,2.09791
77,2.09618
78,2.09476
79,2.09366
80,2.09366
81,2.09366
82,2.09366
83,2.09366
84,2.0931
85,2.0931
86,2.0931
87,2.09293
88,2.09293
89,2.09232
90,2.09182
91,2.09143
92,2.09112
93,2.08667
94,2.08667
95,2.08667
96,2.08552
97,2.08409
98,2.08289
99,2.0819
100,2.0819
101,2.0819
102,2.0819
103,2.0819
104,2.0819
105,2.0819
106,2.0819
107,2.0819
108,2.0819
109,2.0819
110,2.0819
111,2.0819
112,2.0819
113,2.0819
114,2.0819
115,2.0819
116,2.0819
117,2.0819
118,2.0819
119,2.0819
120,2.0819
121,2.0819
122,2.0819
123,2.0819
124,2.0819
125,2.0819
126,2.0819
127,2.0819
128,2.0819
129,2.0819
130,2.0819
131,2.0819
132,2.0819
133,2.0819
134,2.0819
135,2.0819
136,2.0819
137,2.0819
138,2.0819
139,2.0819
140,2.0819
141,2.07804
142,2.07789
143,2.07789
144,2.07789
145,2.07788
146,2.07788
147,2.07786
148,2.07785
149,2.07785
0,3.04603
1,2.89108
2,2.83242
3,2.73547
4,2.67425
5,2.52774
6,2.52774
7,2.50207
8,2.35219
9,2.35219
10,2.35219
11,2.35219
12,2.26283
13,2.19301
14,2.19301
15,2.19301
16,2.19301
17,2.19301
18,2.19301
19,2.19209
20,2.19209
21,2.19209
22,2.18471
23,2.18102
24,2.17579
25,2.17579
26,2.17579
27,2.17579
28,2.17126
29,2.17126
30,2.16977
31,2.16977
32,2.16977
33,2.16971
34,2.16971
35,2.16945
36,2.16945
37,2.16945
38,2.16945
39,2.16945
40,2.16752
41,2.16752
42,2.16752
43,2.16752
44,2.16752
45,2.16572
46,2.16534
47,2.16534
48,2.16481
49,2.16481
50,2.16465
51,2.1632
52,2.1632
53,2.1632
54,2.1632
55,2.1632
56,2.1632
57,2.16314
58,2.16314
59,2.16314
60,2.16314
61,2.16283
62,2.16283
63,2.16075
64,2.16031
65,2.16031
66,2.16031
67,2.16031
68,2.16031
69,2.16031
70,2.16031
71,2.16031
72,2.1603
73,2.1603
74,2.1603
75,2.1603
76,2.1603
77,2.15972
78,2.15972
79,2.15972
80,2.15972
81,2.15972
82,2.15972
83,2.15972
84,2.15944
85,2.15944
86,2.15944
87,2.15944
88,2.15939
89,2.15939
90,2.15939
91,2.15913
92,2.15913
93,2.15913
94,2.15913
95,2.15913
96,2.15899
97,2.15883
98,2.15883
99,2.15883
100,2.15883
101,2.15883
102,2.15865
103,2.15865
104,2.15865
105,2.15865
106,2.15865
107,2.15865
108,2.15865
109,2.15865
110,2.15865
111,2.15865
112,2.15865
113,2.15865
114,2.15865
115,2.15865
116,2.15865
117,2.15863
118,2.15852
119,2.15819
120,2.15819
121,2.15819
122,2.15819
123,2.15818
124,2.15805
125,2.15805
126,2.15805
127,2.15805
128,2.158
129,2.15795
130,2.15795
131,2.15795
132,2.15795
133,2.15795
134,2.15795
135,2.15795
136,2.15795
137,2.15795
138,2.15795
139,2.15795
140,2.15795
141,2.15795
142,2.15795
143,2.15795
144,2.15795
145,2.15795
146,2.15795
147,2.15795
148,2.15795
149,2.15795
0,2.61857
1,2.61857
2,2.61857
3,2.60718
4,2.60718
5,2.57189
6,2.51334
7,2.27788
8,2.27788
9,2.27788
10,2.27788
11,2.27032
12,2.27032
13,2.25037
14,2.25037
15,2.25037
16,2.25037
17,2.25037
18,2.25037
19,2.25037
20,2.23553
21,2.22136
22,2.22136
23,2.12422
24,2.12422
25,2.12422
26,2.12422
27,2.09995
28,2.09995
29,2.09995
30,2.09995
31,2.09995
32,2.09995
33,2.09995
34,2.09995
35,2.09833
36,2.09113
37,2.09113
38,2.09113
39,2.09113
40,2.09113
41,2.08914
42,2.08914
43,2.08914
44,2.08914
45,2.08914
46,2.08914
47,2.08914
48,2.08914
49,2.08914
50,2.0876
51,2.0876
52,2.0876
53,2.0876
54,2.07208
55,2.07208
56,2.07208
57,2.07208
58,2.07208
59,2.07208
60,2.07208
61,2.05251
62,2.05251
63,2.05251
64,2.05251
65,2.03245
66,2.03245
67,2.03245
68,2.03245
69,2.03245
70,2.03245
71,2.03245
72,2.03245
73,2.03245
74,2.03245
75,2.03245
76,2.03245
77,2.03245
78,2.03245
79,2.03014
80,2.03014
81,2.00619
82,2.00619
83,2.00619
84,2.00619
85,2.00619
86,2.00619
87,2.00619
88,2.00619
89,2.00619
90,2.00619
91,2.00619
92,2.00619
93,1.96858
94,1.96858
95,1.96858
96,1.96858
97,1.96858
98,1.96858
99,1.96858
100,1.96858
101,1.96858
102,1.96858
103,1.96858
104,1.96858
105,1.96858
106,1.96858
107,1.96858
108,1.96858
109,1.96858
110,1.96858
111,1.96858
112,1.96858
113,1.95887
114,1.95156
115,1.95156
116,1.95156
117,1.95156
118,1.95143
119,1.95143
120,1.95143
121,1.92224
122,1.92121
123,1.91195
124,1.91195
125,1.91195
126,1.91195
127,1.91195
128,1.91195
129,1.91195
130,1.91195
131,1.91192
132,1.9118
133,1.91174
134,1.91174
135,1.91174
136,1.91168
137,1.91168
138,1.91168
139,1.91168
140,1.91168
141,1.91166
142,1.91166
143,1.91165
144,1.91165
145,1.91165
146,1.91165
147,1.91165
148,1.91165
149,1.91165
0,2.51771
1,2.51771
2,2.51771
3,2.47523
4,2.47523
5,2.32112
6,2.32112
7,2.2879
8,2.23738
9,2.23738
10,2.23738
11,2.23349
12,2.18458
13,2.11521
14,2.05588
15,2.05588
16,2.05588
17,2.05588
18,2.05588
19,2.02986
20,2.02986
21,2.02986
22,2.02986
23,2.02986
24,2.02986
25,2.02986
26,2.02986
27,2.02986
28,2.02986
29,2.02712
30,2.02712
31,2.02712
32,2.02712
33,2.02712
34,2.01993
35,2.01993
36,2.01993
37,2.01993
38,2.01491
39,2.01491
40,2.01491
41,2.01491
42,2.01491
43,2.01491
44,2.01393
45,2.01393
46,2.01393
47,2.01347
48,2.00571
49,2.00571
50,2.00571
51,2.00571
52,1.9903
53,1.9903
54,1.9903
55,1.9903
56,1.98767
57,1.98727
58,1.98727
59,1.98727
60,1.98727
61,1.98727
62,1.98656
63,1.98656
64,1.98656
65,1.98656
66,1.98656
67,1.98656
68,1.98656
69,1.98656
70,1.98656
71,1.98656
72,1.98656
73,1.98656
74,1.98656
75,1.98656
76,1.98656
77,1.98656
78,1.98656
79,1.98656
80,1.98656
81,1.98656
82,1.98656
83,1.98656
84,1.98656
85,1.98656
86,1.98656
87,1.98656
88,1.98656
89,1.98656
90,1.98656
91,1.98651
92,1.98651
93,1.98651
94,1.98651
95,1.98651
96,1.98651
97,1.98651
98,1.98651
99,1.98651
100,1.98651
101,1.98573
102,1.98573
103,1.98573
104,1.98573
105,1.98573
106,1.98573
107,1.98573
108,1.98573
109,1.98573
110,1.98573
111,1.98573
112,1.98573
113,1.98573
114,1.98573
115,1.98573
116,1.98573
117,1.98573
118,1.98573
119,1.98573
120,1.98573
121,1.98573
122,1.98573
123,1.98573
124,1.98573
125,1.98573
126,1.98573
127,1.98573
128,1.98573
129,1.98573
130,1.98573
131,1.98573
132,1.98573
133,1.98573
134,1.98573
135,1.98573
136,1.98573
137,1.98573
138,1.98573
139,1.98573
140,1.98573
141,1.98563
142,1.98563
143,1.98563
144,1.98563
145,1.98563
146,1.98563
147,1.98563
148,1.98563
149,1.98563
0,2.69714
1,2.69714
2,2.69714
3,2.69714
4,2.58944
5,2.58944
6,2.55742
7,2.55678
8,2.51669
9,2.51669
10,2.38151
11,2.38151
12,2.34874
13,2.28594
14,2.28594
15,2.2838
16,2.24002
17,2.22591
18,2.22591
19,2.22591
20,2.22591
21,2.22591
22,2.22591
23,2.22591
24,2.22523
25,2.22523
26,2.22523
27,2.22523
28,2.22523
29,2.22523
30,2.22444
31,2.22444
32,2.22444
33,2.22394
34,2.22394
35,2.22394
36,2.22239
37,2.22239
38,2.22135
39,2.22135
40,2.22123
41,2.22123
42,2.22095
43,2.22095
44,2.22095
45,2.22095
46,2.22053
47,2.22034
48,2.22034
49,2.22011
50,2.22011
51,2.22011
52,2.22011
53,2.22011
54,2.22011
55,2.21775
56,2.21775
57,2.21775
58,2.21775
59,2.21775
60,2.21695
61,2.21593
62,2.21413
63,2.21363
64,2.21363
65,2.21246
66,2.21024
67,2.20766
68,2.20476
69,2.20354
70,2.20084
71,2.19607
72,2.19362
73,2.19105
74,2.18629
75,2.18447
76,2.17956
77,2.17526
78,2.17154
79,2.16549
80,2.16053
81,2.15632
82,2.15218
83,2.1482
84,2.14027
85,2.14027
86,2.13698
87,2.13593
88,2.13053
89,2.13053
90,2.13053
91,2.13053
92,2.13053
93,2.13053
94,2.12887
95,2.12887
96,2.12887
97,2.12887
98,2.12734
99,2.12661
100,2.12568
101,2.12568
102,2.12568
103,2.12568
104,2.12568
105,2.12568
106,2.12568
107,2.12568
108,2.12568
109,2.12568
110,2.12568
111,2.12568
112,2.12568
113,2.12568
114,2.12568
115,2.12568
116,2.12568
117,2.12568
118,2.12568
119,2.12568
120,2.12568
121,2.12568
122,2.12568
123,2.12568
124,2.12568
125,2.12568
126,2.12568
127,2.12566
128,2.12566
129,2.12566
130,2.12566
131,2.12566
132,2.12566
133,2.12566
134,2.12566
135,2.12566
136,2.12566
137,2.12566
138,2.12566
139,2.12566
140,2.12566
141,2.12566
142,2.12566
143,2.12566
144,2.12566
145,2.12566
146,2.12566
147,2.12566
148,2.12566
149,2.12566
0,2.67073
1,2.67073
2,2.40121
3,2.40121
4,2.40121
5,2.40121
6,2.40121
7,2.40121
8,2.40121
9,2.31112
10,2.31112
11,2.26511
12,2.26511
13,2.26511
14,2.26511
15,2.26511
16,2.2563
17,2.23163
18,2.20328
19,2.20328
20,2.20328
21,2.17595
22,2.17279
23,2.17279
24,2.17279
25,2.17266
26,2.13598
27,2.13598
28,2.13376
29,2.10782
30,2.09349
31,2.09349
32,2.09349
33,2.09349
34,2.08864
35,2.08864
36,2.05803
37,2.02996
38,2.02996
39,2.00131
40,1.96924
41,1.96924
42,1.96924
43,1.96924
44,1.94342
45,1.94342
46,1.94342
47,1.94342
48,1.92741
49,1.90939
50,1.89418
51,1.88135
52,1.87042
53,1.87042
54,1.86094
55,1.85701
56,1.85496
57,1.85406
58,1.84069
59,1.84069
60,1.84069
61,1.8358
62,1.8358
63,1.8358
64,1.8358
65,1.8358
66,1.8358
67,1.8358
68,1.8358
69,1.8358
70,1.8358
71,1.8358
72,1.8358
73,1.8358
74,1.8358
75,1.8358
76,1.8358
77,1.8358
78,1.8358
79,1.8358
80,1.8358
81,1.8358
82,1.8358
83,1.8358
84,1.8358
85,1.83547
86,1.83547
87,1.83547
88,1.83547
89,1.83547
90,1.83547
91,1.83547
92,1.83547
93,1.83547
94,1.83547
95,1.83547
96,1.83547
97,1.83547
98,1.83547
99,1.83547
100,1.83547
101,1.83547
102,1.83547
103,1.83535
104,1.83535
105,1.83535
106,1.83535
107,1.83535
108,1.83535
109,1.83535
110,1.83535
111,1.83535
112,1.83535
113,1.83535
114,1.83535
115,1.83535
116,1.83535
117,1.83535
118,1.83535
119,1.83535
120,1.83535
121,1.83535
122,1.83535
123,1.83535
124,1.83535
125,1.83535
126,1.83535
127,1.83535
128,1.83535
129,1.83535
130,1.83535
131,1.83535
132,1.83535
133,1.83535
134,1.8352
135,1.8352
136,1.8352
137,1.8352
138,1.8352
139,1.8352
140,1.8352
141,1.8352
142,1.8352
143,1.8352
144,1.8352
145,1.8352
146,1.83518
147,1.83518
148,1.83516
149,1.83393
0,2.65761
1,2.65761
2,2.45885
3,2.45885
4,2.45885
5,2.37748
6,2.34286
7,2.34286
8,2.34286
9,2.34286
10,2.23973
11,2.23715
12,2.23715
13,2.23715
14,2.11782
15,2.11782
16,2.11782
17,2.11782
18,2.11782
19,2.10532
20,2.10532
21,2.10532
22,2.10317
23,2.0925
24,2.0925
25,2.0925
26,2.0925
27,2.0925
28,2.09249
29,2.09249
30,2.09249
31,2.09249
32,2.09249
33,2.07369
34,2.07369
35,2.04664
36,2.04664
37,2.04664
38,2.0422
39,2.04203
40,2.04203
41,2.03967
42,2.03967
43,2.03967
44,2.03967
45,2.03967
46,2.03808
47,2.03808
48,2.03808
49,2.03808
50,2.03808
51,2.03808
52,2.03748
53,2.03748
54,2.03748
55,2.03748
56,2.03748
57,2.03748
58,2.03748
59,2.03033
60,2.03033
61,2.03033
62,2.03017
63,2.03017
64,2.03017
65,2.03017
66,2.03017
67,2.03017
68,2.03017
69,2.03017
70,2.03004
71,2.03004
72,2.03004
73,2.02954
74,2.02954
75,2.02954
76,2.02954
77,2.02954
78,2.02954
79,2.02954
80,2.02954
81,2.02954
82,2.02954
83,2.02954
84,2.02954
85,2.02954
86,2.02954
87,2.0275
88,2.0275
89,2.02439
90,2.02439
91,2.01881
92,2.01881
93,2.01473
94,2.01473
95,2.01193
96,2.01193
97,2.00932
98,2.00932
99,2.00932
100,2.00926
101,2.00926
102,2.0092
103,2.0092
104,2.0092
