md, inc, azi
0,0,0
44.4629,0,0
88.9258,0,0
133.389,0,0
177.852,0,0
222.315,0,0
266.777,0,0
311.24,0,0
355.703,0,0
400.166,0,0
400.166,0,0
418.201,1.58142,296.046
436.236,3.16284,296.046
454.271,4.74426,296.046
472.306,6.32569,296.046
490.341,7.90711,296.046
508.376,9.48853,296.046
526.411,11.07,296.046
544.446,12.6514,296.046
562.482,14.2328,296.046
580.517,15.8142,296.046
598.552,17.3956,296.046
616.587,18.9771,296.046
634.622,20.5585,296.046
652.657,22.1399,296.046
670.692,23.7213,296.046
688.727,25.3027,296.046
706.762,26.8842,296.046
724.797,28.4656,296.046
742.832,30.047,296.046
742.832,30.047,296.046
764.995,30.047,296.046
787.157,30.047,296.046
809.32,30.047,296.046
831.483,30.047,296.046
853.646,30.047,296.046
875.809,30.047,296.046
897.971,30.047,296.046
920.134,30.047,296.046
942.297,30.047,296.046
942.297,30.047,296.046
987.789,29.2582,294.882
1033.28,28.48,293.659
1078.77,27.7132,292.375
1124.26,26.959,291.024
1169.76,26.2183,289.601
1215.25,25.4923,288.103
1260.74,24.7824,286.524
1306.23,24.09,284.859
1351.72,23.4165,283.102
1397.22,22.7638,281.25
1442.71,22.1337,279.295
1488.2,21.5281,277.235
1533.69,20.9492,275.063
1579.18,20.3992,272.777
1624.68,19.8805,270.373
1670.17,19.3958,267.85
1715.66,18.9475,265.207
1761.15,18.5384,262.447
1806.64,18.171,259.573
1806.64,18.171,259.573
1842.7,18.171,259.573
1878.76,18.171,259.573
1914.82,18.171,259.573
1950.88,18.171,259.573
1986.94,18.171,259.573
2023,18.171,259.573
2059.06,18.171,259.573
2095.12,18.171,259.573
2131.18,18.171,259.573
2131.18,18.171,259.573
2162.48,17.2238,259.546
2193.78,16.2766,259.516
2225.07,15.3294,259.482
2256.37,14.3822,259.444
2287.67,13.4351,259.4
2318.97,12.4879,259.351
2350.27,11.5407,259.293
2381.57,10.5936,259.225
2412.86,9.64645,259.144
2444.16,8.69934,259.045
2475.46,7.75226,258.922
2506.76,6.80523,258.766
2538.06,5.85826,258.559
2569.35,4.9114,258.273
2600.65,3.96472,257.851
2631.95,3.01839,257.164
2663.25,2.07289,255.851
2694.55,1.13029,252.344
