0,0,0,1
27.3421,0,0,1
54.6842,0,0,1
82.0263,0,0,1
109.368,0,0,1
136.711,0,0,1
164.053,0,0,1
191.395,0,0,1
218.737,0,0,1
246.079,0,0,1
246.079,0,0,1
251.642,-0.00526493,0,0.999986
257.205,-0.0105297,0.00196507,0.999943
262.768,-0.0157942,0.00294753,0.999871
268.33,-0.0210582,0.0039299,0.999771
273.893,-0.0263216,0.00491217,0.999641
279.456,-0.0315843,0.00589429,0.999484
285.019,-0.036846,0.00687625,0.999297
290.582,-0.0421067,0.00785801,0.999082
296.145,-0.0473662,0.00883954,0.998838
301.708,-0.0526244,0.00982082,0.998566
307.271,-0.057881,0.0108018,0.998265
312.833,-0.063136,0.0117825,0.997935
318.396,-0.0683891,0.0127629,0.997577
323.959,-0.0736403,0.0137428,0.99719
329.522,-0.0788894,0.0147224,0.996775
335.085,-0.0841362,0.0157016,0.996331
340.648,-0.0893806,0.0166803,0.995858
346.211,-0.0946224,0.0176585,0.995357
351.774,-0.0998616,0.0186363,0.994827
357.336,-0.105098,0.0196135,0.994268
362.899,-0.110331,0.0205901,0.993682
368.462,-0.115561,0.0215661,0.993066
374.025,-0.120788,0.0225416,0.992422
379.588,-0.126011,0.0235163,0.99175
385.151,-0.131231,0.0244905,0.991049
390.714,-0.136447,0.0254639,0.99032
396.276,-0.141659,0.0264365,0.989562
401.839,-0.146867,0.0274084,0.988776
407.402,-0.15207,0.0283796,0.987962
412.965,-0.15727,0.0293499,0.987119
418.528,-0.162465,0.0303193,0.986248
424.091,-0.167655,0.0312879,0.985349
429.654,-0.17284,0.0322556,0.984422
435.217,-0.178021,0.0332224,0.983466
440.779,-0.183196,0.0341882,0.982482
446.342,-0.188366,0.0351531,0.98147
451.905,-0.193531,0.0361169,0.980429
457.468,-0.19869,0.0370797,0.979361
463.031,-0.203843,0.0380415,0.978264
468.594,-0.208991,0.0390021,0.97714
474.157,-0.214132,0.0399616,0.975987
479.72,-0.219268,0.04092,0.974806
485.282,-0.224397,0.0418772,0.973598
490.845,-0.22952,0.0428332,0.972361
496.408,-0.234636,0.043788,0.971097
501.971,-0.239745,0.0447415,0.969804
507.534,-0.244848,0.0456938,0.968484
513.097,-0.249943,0.0466447,0.967136
518.66,-0.255032,0.0475943,0.965761
524.222,-0.260113,0.0485425,0.964357
529.785,-0.265186,0.0494893,0.962926
535.348,-0.270252,0.0504347,0.961468
540.911,-0.27531,0.0513787,0.959982
546.474,-0.280361,0.0523212,0.958468
