5802898,683790,0
5802898,683790,122.42125
5802898,683790,244.8425
5802898,683790,367.26375
5802898,683790,489.685
5802898,683790,489.685
5802898.43,683789.416,521.117706
5802899.73,683787.663,552.483046
5802901.9,683784.748,583.713798
5802904.92,683780.674,614.743027
5802908.8,683775.452,645.504232
5802913.52,683769.091,675.931485
5802919.07,683761.607,705.959576
5802925.45,683753.015,735.524147
5802932.63,683743.333,764.561837
5802940.61,683732.582,793.010411
5802949.36,683720.786,820.808898
5802949.36,683720.786,820.808898
5802957.81,683709.396,846.208221
5802966.27,683698.006,871.607545
5802974.72,683686.616,897.006868
5802983.17,683675.226,922.406191
5802991.62,683663.835,947.805514
5803000.08,683652.445,973.204837
5803008.53,683641.055,998.60416
5803016.98,683629.665,1024.00348
5803025.43,683618.275,1049.40281
5803033.88,683606.885,1074.80213
5803042.34,683595.495,1100.20145
5803050.79,683584.105,1125.60078
5803059.24,683572.715,1151.0001
5803067.69,683561.325,1176.39942
5803076.15,683549.935,1201.79874
5803084.6,683538.545,1227.19807
5803093.05,683527.155,1252.59739
5803101.5,683515.765,1277.99671
5803109.95,683504.375,1303.39604
5803118.41,683492.985,1328.79536
5803126.86,683481.594,1354.19468
5803135.31,683470.204,1379.59401
5803143.76,683458.814,1404.99333
5803152.22,683447.424,1430.39265
5803160.67,683436.034,1455.79198
5803169.12,683424.644,1481.1913
5803177.57,683413.254,1506.59062
5803186.02,683401.864,1531.98994
5803194.48,683390.474,1557.38927
5803202.93,683379.084,1582.78859
5803211.38,683367.694,1608.18791
5803219.83,683356.304,1633.58724
5803228.29,683344.914,1658.98656
5803236.74,683333.524,1684.38588
5803245.19,683322.134,1709.78521
5803253.64,683310.744,1735.18453
5803262.09,683299.353,1760.58385
5803270.55,683287.963,1785.98318
5803279,683276.573,1811.3825
5803287.45,683265.183,1836.78182
5803295.9,683253.793,1862.18114
5803304.36,683242.403,1887.58047
5803312.81,683231.013,1912.97979
5803321.26,683219.623,1938.37911
5803329.71,683208.233,1963.77844
5803329.71,683208.233,1963.77844
5803335.12,683200.515,1980.36328
5803340.26,683192.302,1996.79563
5803345.13,683183.604,2013.06016
5803349.73,683174.429,2029.14176
5803354.04,683164.783,2045.02544
5803358.06,683154.678,2060.69642
5803361.8,683144.121,2076.14011
5803365.24,683133.123,2091.34214
5803368.39,683121.695,2106.28835
5803368.39,683121.695,2106.28835
5803372.98,683103.875,2128.96583
5803377.56,683086.055,2151.6433
5803382.15,683068.235,2174.32078
5803386.74,683050.415,2196.99826
5803391.33,683032.596,2219.67573
5803395.92,683014.776,2242.35321
5803400.51,682996.956,2265.03068
5803405.1,682979.136,2287.70816
5803409.69,682961.316,2310.38563
5803414.28,682943.496,2333.06311
5803418.87,682925.676,2355.74058
5803423.45,682907.857,2378.41806
5803428.04,682890.037,2401.09554
5803432.63,682872.217,2423.77301
5803437.22,682854.397,2446.45049
5803441.81,682836.577,2469.12796
5803446.4,682818.757,2491.80544
5803450.99,682800.938,2514.48291
5803455.58,682783.118,2537.16039
5803460.17,682765.298,2559.83787
5803464.75,682747.478,2582.51534
5803469.34,682729.658,2605.19282
5803473.93,682711.838,2627.87029
5803478.52,682694.018,2650.54777
5803483.11,682676.199,2673.22524
5803487.7,682658.379,2695.90272
5803492.29,682640.559,2718.58019
5803496.88,682622.739,2741.25767
5803501.47,682604.919,2763.93515
5803506.06,682587.099,2786.61262
5803510.64,682569.279,2809.2901
5803515.23,682551.46,2831.96757
5803519.82,682533.64,2854.64505
5803524.41,682515.82,2877.32252
5803529,682498,2900
