0,15,0
0,15,199.65505
0,15,399.3101
0,15,598.965149
0,15,798.620199
0,15,798.620199
0.528999993,14.8493152,825.177689
2.11509285,14.3975192,851.68963
4.75555838,13.6453868,878.11055
8.44586788,12.594208,904.395134
13.1796919,11.2457858,930.4983
18.948911,9.60243296,956.375278
25.7436299,7.66696813,981.981687
33.5521943,5.44271104,1007.27361
33.5521943,5.44271104,1007.27361
40.6085775,3.43271155,1028.60124
47.6649607,1.42271205,1049.92888
54.721344,-0.587287438,1071.25652
61.7777272,-2.59728693,1092.58415
68.8341104,-4.60728642,1113.91179
75.8904936,-6.61728592,1135.23942
82.9468769,-8.62728541,1156.56706
90.0032601,-10.6372849,1177.8947
97.0596433,-12.6472844,1199.22233
104.116027,-14.6572839,1220.54997
111.17241,-16.6672834,1241.8776
118.228793,-18.6772829,1263.20524
125.285176,-20.6872824,1284.53288
132.341559,-22.6972819,1305.86051
139.397943,-24.7072814,1327.18815
146.454326,-26.7172808,1348.51579
153.510709,-28.7272803,1369.84342
160.567092,-30.7372798,1391.17106
167.623476,-32.7472793,1412.49869
174.679859,-34.7572788,1433.82633
181.736242,-36.7672783,1455.15397
188.792625,-38.7772778,1476.4816
195.849008,-40.7872773,1497.80924
202.905392,-42.7972768,1519.13687
209.961775,-44.8072763,1540.46451
217.018158,-46.8172758,1561.79215
224.074541,-48.8272753,1583.11978
231.130925,-50.8372748,1604.44742
238.187308,-52.8472742,1625.77505
245.243691,-54.8572737,1647.10269
252.300074,-56.8672732,1668.43033
259.356458,-58.8772727,1689.75796
266.412841,-60.8872722,1711.0856
273.469224,-62.8972717,1732.41323
280.525607,-64.9072712,1753.74087
287.58199,-66.9172707,1775.06851
294.638374,-68.9272702,1796.39614
301.694757,-70.9372697,1817.72378
308.75114,-72.9472692,1839.05142
315.807523,-74.9572687,1860.37905
322.863907,-76.9672682,1881.70669
329.92029,-78.9772677,1903.03432
336.976673,-80.9872671,1924.36196
344.033056,-82.9972666,1945.6896
351.089439,-85.0072661,1967.01723
358.145823,-87.0172656,1988.34487
365.202206,-89.0272651,2009.6725
372.258589,-91.0372646,2031.00014
379.314972,-93.0472641,2052.32778
379.314972,-93.0472641,2052.32778
386.224245,-95.0737358,2074.46517
392.380018,-97.0022595,2096.83247
397.775133,-98.8305926,2119.40366
402.403317,-100.556609,2142.15249
406.259185,-102.178301,2165.05252
409.338256,-103.693783,2188.0771
411.636947,-105.101292,2211.19946
413.152585,-106.399192,2234.39272
413.883408,-107.585973,2257.62989
413.828566,-108.660255,2280.88396
412.988122,-109.620788,2304.12788
411.363055,-110.466457,2327.33462
408.955253,-111.196276,2350.47719
405.767517,-111.809398,2373.52868
401.803555,-112.30511,2396.46228
397.067975,-112.682834,2419.25132
391.566286,-112.942132,2441.86929
385.304886,-113.082702,2464.28991
378.291055,-113.104381,2486.48708
370.532952,-113.007143,2508.435
362.039597,-112.791101,2530.10814
352.820869,-112.456508,2551.48129
342.887488,-112.003751,2572.52961
332.251007,-111.433357,2593.22861
320.923795,-110.745991,2613.55423
308.919024,-109.94245,2633.48281
296.250657,-109.02367,2652.9912
282.933425,-107.990719,2672.05669
268.982815,-106.844798,2690.65712
254.415053,-105.587241,2708.77086
239.247078,-104.219508,2726.37685
223.496531,-102.743192,2743.45459
207.181729,-101.160009,2759.98425
190.321644,-99.4717995,2775.94659
190.321644,-99.4717995,2775.94659
170.090957,-97.4163007,2794.45994
149.860271,-95.3608018,2812.97329
129.629584,-93.3053029,2831.48665
109.398897,-91.2498041,2850
109.398897,-91.2498041,2850
96.1158396,-89.8820093,2861.79415
82.4889862,-88.4429084,2873.18056
68.5307668,-86.933814,2884.14884
54.2539136,-85.3561026,2894.68899
39.6714496,-83.7112135,2904.79139
24.7966762,-82.000647,2914.44683
9.64316193,-80.2259634,2923.6465
-5.77527082,-78.3887816,2932.38201
-21.4445578,-76.4907773,2940.64539
-37.3504061,-74.5336819,2948.4291
-53.4783068,-72.5192806,2955.72605
-69.8135486,-70.4494108,2962.52958
-86.341231,-68.3259606,2968.83347
-103.046278,-66.1508669,2974.63199
-119.913452,-63.9261139,2979.91984
-136.927367,-61.6537307,2984.69219
-154.072504,-59.3357904,2988.94471
-171.333223,-56.9744071,2992.6735
-188.693779,-54.5717348,2995.87516
-206.138338,-52.1299653,2998.54678
-223.650986,-49.6513257,3000.68591
-241.21575,-47.1380771,3002.29062
-258.816606,-44.592512,3003.35942
-276.437501,-42.0169523,3003.89135
-294.062361,-39.4137473,3003.88593
-294.062361,-39.4137473,3003.88593
-310.755817,-36.9352922,3003.62622
-327.449273,-34.4568371,3003.36652
-344.142728,-31.978382,3003.10681
-360.836184,-29.4999269,3002.84711
-377.52964,-27.0214718,3002.5874
-394.223096,-24.5430167,3002.3277
-410.916552,-22.0645616,3002.06799
-427.610007,-19.5861066,3001.80829
-444.303463,-17.1076515,3001.54858
-460.996919,-14.6291964,3001.28888
-477.690375,-12.1507413,3001.02917
-494.38383,-9.67228618,3000.76947
-511.077286,-7.19383109,3000.50976
-527.770742,-4.715376,3000.25006
-527.770742,-4.715376,3000.25006
-546.789602,-2.05067262,2999.98422
-565.850277,0.302280648,2999.77783
-584.947473,2.34283021,2999.63092
-604.075886,4.07040923,2999.54355
-623.230201,5.48453785,2999.51081
-642.405098,6.58482323,2999.5475
-661.595252,7.37095974,2999.63882
-680.79533,7.84272901,2999.78966
-700,8,3000
-700,8,3000
-716.666667,8,3000.20833
-733.333333,8,3000.41667
-750,8,3000.625
-766.666667,8,3000.83333
-783.333333,8,3001.04167
-800,8,3001.25
-816.666667,8,3001.45833
-833.333333,8,3001.66667
-850,8,3001.875
-866.666667,8,3002.08333
-883.333333,8,3002.29167
-900,8,3002.5
-916.666667,8,3002.70833
-933.333333,8,3002.91667
-950,8,3003.125
-966.666667,8,3003.33333
-983.333333,8,3003.54167
-1000,8,3003.75
-1016.66667,8,3003.95833
-1033.33333,8,3004.16667
-1050,8,3004.375
-1066.66667,8,3004.58333
-1083.33333,8,3004.79167
-1100,8,3005
-1116.66667,8,3005.20833
-1133.33333,8,3005.41667
-1150,8,3005.625
-1166.66667,8,3005.83333
-1183.33333,8,3006.04167
-1200,8,3006.25
-1216.66667,8,3006.45833
-1233.33333,8,3006.66667
-1250,8,3006.875
-1266.66667,8,3007.08333
-1283.33333,8,3007.29167
-1300,8,3007.5
-1316.66667,8,3007.70833
-1333.33333,8,3007.91667
-1350,8,3008.125
-1366.66667,8,3008.33333
-1383.33333,8,3008.54167
-1400,8,3008.75
-1416.66667,8,3008.95833
-1433.33333,8,3009.16667
-1450,8,3009.375
-1466.66667,8,3009.58333
-1483.33333,8,3009.79167
-1500,8,3010
